"oem","model","network_technology","network_2g_bands","network_gprs","network_edge","launch_announced","launch_status","body_dimensions","body_weight","body_sim","display_type","display_size","display_resolution","display","memory_card_slot","memory_phonebook","memory_call_records","sound_loudspeaker","sound_alert_types","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_radio","comms_usb","features_sensors","features_messaging","features_browser","features_clock","features_alarm","features_games","features_java","features","misc_colors","network_3g_bands","network_speed","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_internal","main_camera_single","main_camera_video","misc_price","main_camera_features","body","network_4g_bands","body_build","display_protection","memory","main_camera_dual","selfie_camera_dual","selfie_camera_features","selfie_camera_video","comms_nfc","battery_charging","misc_models","tests_performance","tests_camera","tests_loudspeaker","tests_audio_quality","tests_battery_life","tests_display","selfie_camera_single","comms_infrared_port","network_5g_bands","main_camera_quad","main_camera_triple","sound","misc_sar_eu","main_camera_five","features_languages","body_keyboard","misc_sar","battery","main_camera_dual_or_triple","battery_music_play","selfie_camera_triple","main_camera_v1","selfie_camera","camera","main_camera","network","battery_talk_time","battery_stand.by"
"Samsung","Galaxy Tab 3 10.1 P5210","No cellular connectivity","N/A","No","No","2013, June","Available. Released 2013, July","243.1 x 176.1 x 8 mm (9.57 x 6.93 x 0.31 in)","510 g (1.12 lb)","No","TFT capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm (~69.1% screen-to-body ratio)","1280 x 800 pixels, 16:10 ratio (~149 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","No","2.0, USB Host","Accelerometer, compass",,,,,,,"TV-out","Black, White",,,"Android 4.2.2 (Jelly Bean); TouchWiz UI","Intel Atom Z2560","Dual-core 1.6 GHz","PowerVR SGX544MP2","16/32 GB, 1 GB RAM","3.15 MP","720p","About 260 EUR",,,,,"Corning Gorilla Glass",,,,,,,,"GT-P5210",,,"Voice 71dB / Noise 73dB / Ring 75dB","Noise -91.5dB / Crosstalk -90.5dB",,"Contrast ratio: 917 (nominal)","1.3 MP",,,,,"Dolby Surround audio enhancement",,,,,"0.83 W/kg (body)    ","Non-removable Li-Po 6800 mAh battery",,,,,,,,,,
"Samsung","Galaxy Exhibit T599","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, May","Available. Released 2013, May","121.4 x 62.5 x 10.4 mm (4.78 x 2.46 x 0.41 in)","119.1 g (4.20 oz)","Micro-SIM","Capacitive touchscreen, 16M colors","3.8 inches, 41.1 cm (~54.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~246 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","2.1, A2DP","Yes, with A-GPS","No","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,"HDMI port","Gray","HSDPA 850 / 1700 / 1900 / 2100","HSPA","Android 4.1.2 (Jelly Bean)","NovaThor U8420","1.0 GHz dual-core Cortex-A9","Mali-400MP4","4 GB, 1 GB RAM","5 MP, AF","720p@30fps","About 90 EUR","LED flash",,,,,,,,,,,,,,,,,,,"1.9 MP",,,,,,,,,,"0.78 W/kg (head)     1.12 W/kg (body)    ","Removable Li-Ion 1500 mAh battery",,"Up to 27 h",,,,,,,"Up to 9 h (3G)","Up to 600 h (3G)"
"Samsung","Galaxy Core I8260","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - GT-I8260","Yes","Yes","2013, May","Available. Released 2013, June","129.3 x 67.6 x 9 mm (5.09 x 2.66 x 0.35 in)","124 g (4.37 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm (~60.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass",,,,,,,,"Metallic Blue, Chic White","HSDPA 900 / 2100","HSPA 7.2/5.76 Mbps","Android 4.1.2 (Jelly Bean)","Qualcomm MSM8225 Snapdragon S4 Play","Dual-core 1.2 GHz Cortex-A5","Adreno 203","8 GB (4.5 GB user available), 1 GB RAM","5 MP, AF, f/2.6","480p@30fps","About 160 EUR","LED flash",,,"Plastic body",,,,,,,,,"GT-I8260, GT-I8262",,"Photo","Voice 71dB / Noise 64dB / Ring 72dB","Noise -89.5dB / Crosstalk -85.2dB","Endurance rating 49h","Contrast ratio: 842:1 (nominal) / 1.563:1 (sunlight)","VGA",,,,,,"0.29 W/kg (head)     0.95 W/kg (body)    ",,,,,"Removable Li-Ion 1800 mAh battery",,,,,,,,"HSDPA 900 / 2100 - GT-I8262 (SIM 1 & SIM 2)","Up to 14 h (2G) / Up to 9 h (3G)","Up to 500 h (2G) / Up to 300 h (3G)"
"Samsung","Galaxy Tab 3 7.0 WiFi","No cellular connectivity",,"No","No","2013, April","Available. Released 2013, July","188 x 111.1 x 9.9 mm (7.40 x 4.37 x 0.39 in)","302 g (10.65 oz)","No","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~66.0% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS","No","2.0 (TV-out)","Accelerometer, compass",,,,,,,,"White",,,"Android 4.1.2 (Jelly Bean); TouchWiz UX UI","Marvell PXA986","Dual-core 1.2 GHz Cortex-A9","PowerVR SGX540","8/16 GB, 1 GB RAM","3.15 MP","720p@30fps","About 140 EUR",,,,,,,,,,,,,"GT-P3210, SM-T210",,,,,,"Contrast ratio: 1098(nominal)","1.3 MP",,,,,,"0.58 W/kg (body)    ",,,,"0.70 W/kg (body)    ","Non-removable Li-Ion 4000 mAh battery",,,,,,,,,,
"Samsung","Galaxy Tab 3 7.0","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - SM-T211, SM-T215","Yes","Yes","2013, April","Available. Released 2013, July","188 x 111.1 x 9.9 mm (7.40 x 4.37 x 0.39 in)","306 g (10.79 oz)","Micro-SIM","TFT capacitive touchscreen, 16M colors","7.0 inches, 137.9 cm (~66.0% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","3.0, A2DP","Yes, with A-GPS, GLONASS","No","2.0 (TV-out)","Accelerometer, gyro, proximity, compass",,,,,,,,"White","HSDPA 850 / 900 / 1900 / 2100 - SM-T211, SM-T215","HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps (SM-T215)","Android 4.1.2 (Jelly Bean); TouchWiz UX UI","Marvell PXA986","Dual-core 1.2 GHz Cortex-A9","PowerVR SGX540","8/16 GB, 1 GB RAM","3.15 MP","720p@30fps","About 150 EUR",,,"LTE band 3(1800), 7(2600) - SM-T215",,,,,,,,,,"GT-P3200, SM-T211, SM-T215",,,,,,"Contrast ratio: 1098 (nominal)","1.3 MP","Yes",,,,,"0.71 W/kg (head)     0.98 W/kg (body)    ",,,,"0.63 W/kg (head)     1.59 W/kg (body)    ","Non-removable Li-Ion 4000 mAh battery",,"Up to 108 h",,,,,,,"Up to 8 h (multimedia)",
"Samsung","Galaxy Mega 6.3 I9200","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, April. Released 2013, June","Discontinued","167.6 x 88 x 8 mm (6.60 x 3.46 x 0.31 in)","199 g (7.02 oz)","Micro-SIM","SC-LCD capacitive touchscreen, 16M colors","6.3 inches, 109.4 cm (~74.2% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~233 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass",,,,,,,,"White, Black, Plum Purple","HSDPA 850 / 900 / 1900 / 2100","HSPA 21.1/5.76 Mbps (I9200), LTE Cat3 100/50 Mbps (I9205)","Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat); TouchWiz UI","Qualcomm Snapdragon 400 (28 nm)","Dual-core 1.7 GHz Krait 300","Adreno 305","8/16 GB, 1.5 GB RAM","8 MP, AF, f/2.6","1080p@30fps, stereo sound rec.","About 300 EUR","LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800) - GT-I9205",,,,,,,,"Yes",,"GT-I9200, GT-I9205, GT-I9200X, SGH-i527",,"Photo / Video","Voice 67dB / Noise 69dB / Ring 75dB","Noise -90.4dB / Crosstalk -91.7dB","Endurance rating 60h","Contrast ratio: 1379:1 (nominal) / 1.913:1 (sunlight)","1.9 MP","Yes",,,,"Active noise cancellation with dedicated mic","0.20 W/kg (head)     0.34 W/kg (body)    ",,,,"1.09 W/kg (head)     1.09 W/kg (body)    ","Removable Li-Ion 3200 mAh battery",,"Up to 82 h",,,,,,,"Up to 17 h (2G) / Up to 10 h (3G)","Up to 420 h"
"Samsung","Galaxy Mega 5.8 I9150","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - I9150","Yes","Yes","2013, April","Available. Released 2013, May","162.6 x 82.4 x 9 mm (6.40 x 3.24 x 0.35 in)","182 g (6.42 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.8 inches, 92.7 cm (~69.2% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~190 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, LE","Yes, with A-GPS, GLONASS","No","microUSB 2.0","Accelerometer, gyro, proximity, compass",,,,,,,,"White, Black, Plum Purple","HSDPA 850 / 900 / 1900 / 2100","HSPA 21.1/5.76 Mbps","Android 4.2.2 (Jelly Bean); TouchWiz UI",,"Dual-core 1.4 GHz",,"8 GB, 1.5 GB RAM","8 MP, AF, f/2.7","1080p@30fps","About 280 EUR","LED flash",,,,,,,,,,"No",,"GT-I9152, GT-I9150",,"Photo / Video","Voice 66dB / Noise 64dB / Ring 71dB",,,"Contrast ratio: 1003:1 (nominal) / 1.350:1 (sunlight)","1.9 MP",,,,,,"0.22 W/kg (head)     0.30 W/kg (body)    ",,,,"0.21 W/kg (head)     0.99 W/kg (body)    ","Removable Li-Ion 2600 mAh battery",,,,,,,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - I9152","Up to 12 h (3G)","Up to 440 h (3G)"
"Samsung","Galaxy Trend II Duos S7572","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - S7570","Yes","Yes","2013, April","Available. Released 2013, May","121.5 x 63.1 x 11.1 mm (4.78 x 2.48 x 0.44 in)","128.5 g (4.52 oz)","Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~59.4% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","3.0","Yes","No","microUSB 2.0","Accelerometer, proximity",,,,,,,,"White, Gray","HSDPA 900 / 2100 - GT-S7570, GT-S7572","HSPA 7.2/5.76 Mbps","Android 4.1 (Jelly Bean)",,"Dual-core 1.2 GHz",,,"3.15 MP","Yes","About 170 EUR",,,,,,,,,,,,,"GT-S7572, GT-S7570",,,,,,,,,,,,,"0.29 W/kg (head)    ",,,,"0.51 W/kg (head)     1.08 W/kg (body)    ","Removable Li-Ion 1500 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - S7572","Up to 11 h (3G)","Up to 300 h (3G)"
"Samsung","Galaxy Win I8550","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - I8550","Yes","Yes","2013, April. Released 2013, May","Discontinued","133.3 x 70.7 x 9.7 mm (5.25 x 2.78 x 0.38 in)","143.9 g (5.04 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen","4.7 inches, 62.9 cm (~66.7% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~199 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot, DLNA","3.0","Yes, with A-GPS","Stereo FM radio, RDS","microUSB 2.0","Accelerometer, proximity, compass",,,,,,,,"Ceramic White, Titan Gray","HSDPA 900 / 2100","HSPA 7.2/5.76 Mbps","Android 4.1.2 (Jelly Bean)","Qualcomm MSM8625Q Snapdragon 200 (45 nm)","Quad-core 1.2 GHz Cortex-A5","Adreno 203","8 GB, 1 GB RAM","5 MP, AF","480p@30fps","About 170 EUR","LED flash",,,,,,,,,,,,"GT-I8550, GT-I8552",,,,,,,"VGA",,,,,"Active noise cancellation with dedicated mic","0.12 W/kg (head)    ",,,,"0.26 W/kg (head)     0.67 W/kg (body)    ","Removable Li-Ion 2000 mAh battery",,,,,,,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - I8552","Up to 11 h (3G)","Up to 210 h (3G)"
"Samsung","Galaxy Pocket Neo S5310","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - S5310","Yes","Yes","2013, April","Available. Released 2013, June","105 x 57.8 x 11.8 mm (4.13 x 2.28 x 0.46 in)","100.5 g (3.53 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.0 inches, 27.9 cm (~45.9% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer, compass",,,,,,,,"Gray, White, Gray","HSDPA 900 / 2100","HSPA 7.2/5.76 Mbps","Android 4.1.2 (Jelly Bean)",,"850 MHz",,"4 GB, 512 MB RAM","2 MP","320p@15fps","About 90 EUR",,,,,,,,,,,,,"GT-S5312, GT-S5310, GT-S5312",,,,,,,,,,,,,"0.85 W/kg (head)     0.39 W/kg (body)    ",,,,"1.18 W/kg (head)     0.60 W/kg (body)    ","Removable Li-Ion 1200 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - S5312","Up to 6 h","Up to 300 h"
"Samsung","Galaxy Star S5280","GSM","GSM 850 / 900 / 1800 / 1900 - S5280","Yes","Yes","2013, April","Available. Released 2013, May","105 x 58 x 11.9 mm (4.13 x 2.28 x 0.47 in)","100.5 g (3.53 oz)","Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 65K colors","3.0 inches, 27.9 cm (~45.8% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","No","Stereo FM radio, RDS, recording","microUSB 2.0","Accelerometer",,,,,,,,"Black, White, Blue",,"No","Android 4.1.2 (Jelly Bean)",,"1.0 GHz Cortex-A5","Mali-300","4 GB, 512 MB RAM","2 MP","320p@15fps","About 70 EUR",,,,,,,,,,,,,"GT-S5282, GT-S5280",,,,,,,,,,,,,"0.77 W/kg (head)     0.62 W/kg (body)    ",,,,,"Removable Li-Ion 1200 mAh battery",,,,,"No",,,"GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - S5282","Up to 14 h","Up to 320 h"
"Samsung","I9505 Galaxy S4","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - all versions","Yes","Yes","2013, March","Available. Released 2013, April","136.6 x 69.8 x 7.9 mm (5.38 x 2.75 x 0.31 in)","130 g (4.59 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL 2 TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",,,,,,,"ANT+  S-Voice natural language commands and dictation  Air gestures","White Frost, Black Mist, Aurora Red (AT&T only), Arctic Blue, Purple Mirage, Brown Autumn, Pink Twilight, Black Edition","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop); TouchWiz UI","Qualcomm APQ8064T Snapdragon 600","Quad-core 1.9 GHz Krait 300","Adreno 320","16/32/64 GB, 2 GB RAM","13 MP, f/2.2, 31mm (standard), 1/3"", 1.14µm, AF","1080p@30fps, dual-video rec.","About 330 EUR","LED flash, HDR",,"LTE band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 20(800)",,"Corning Gorilla Glass 3",,,,"Dual video call","1080p@30fps","Yes","Qi wireless charging (market dependent)","GT-I9505, GT-I9515, SGH-I337",,"Photo / Video","Voice 70dB / Noise 66dB / Ring 77dB","Noise -95.9dB / Crosstalk -96.4dB","Endurance rating 69h","Contrast ratio: Infinite (nominal) / 3.352:1 (sunlight)","2 MP, f/2.4, 31mm (standard)","Yes",,,,"Active noise cancellation with dedicated mic","0.28 W/kg (head)     0.40 W/kg (body)    ",,,,"0.77 W/kg (head)     1.17 W/kg (body)    ","Removable Li-Ion 2600 mAh battery",,"Up to 62 h",,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 7(2600), 17(700) - SGH-i337","Up to 17 h (3G)","Up to 350 h (3G)"
"Samsung","I9500 Galaxy S4","GSM / HSPA","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, March","Available. Released 2013, April","136.6 x 69.8 x 7.9 mm (5.38 x 2.75 x 0.31 in)","130 g (4.59 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL 2 TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",,,,,,,"ANT+  S-Voice natural language commands and dictation  Air gestures","White Frost, Black Mist, Arctic Blue, Black Edition","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps","Android 4.2.2 (Jelly Bean), upgradable to 5.0.1 (Lollipop); TouchWiz UI","Exynos 5410 Octa (28 nm)","Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7)","PowerVR SGX544MP3","16/32/64 GB, 2 GB RAM","13 MP, f/2.2, 31mm (standard), 1/3"", 1.14µm, AF","1080p@30fps, dual-video rec.","About 320 EUR","LED flash, HDR",,,"Plastic body","Corning Gorilla Glass 3",,,,"Dual video call","1080p@30fps","Yes","Qi wireless charging (market dependent)","GT-I9500, SGH-I337M",,"Photo / Video","Voice 70dB / Noise 66dB / Ring 77dB","Noise -95.9dB / Crosstalk -96.4dB","Endurance rating 65h","Contrast ratio: Infinite (nominal) / 3.352:1 (sunlight)","2 MP, f/2.4, 31mm (standard)","Yes",,,,"Active noise cancellation with dedicated mic","0.42 W/kg (head)     0.54 W/kg (body)    ",,,,"0.85 W/kg (head)     1.55 W/kg (body)    ","Removable Li-Ion 2600 mAh battery",,"Up to 62 h",,,,,,,"Up to 17 h (3G)","Up to 370 h (3G)"
"Samsung","I9502 Galaxy S4","GSM / HSPA","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2","Yes","Yes","2013, March","Available. Released 2013, April","136.6 x 69.8 x 7.9 mm (5.38 x 2.75 x 0.31 in)","132 g (4.66 oz)","Dual SIM (Micro-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL 2 TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",,,,,,,"S-Voice natural language commands and dictation  Air gestures","White Frost, Black Mist","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps","Android 4.2.2 (Jelly Bean); TouchWiz UI","Exynos 5410 Octa (28 nm)","Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7)","PowerVR SGX544MP3","16/32/64 GB, 2 GB RAM","13 MP, f/2.2, 31mm (standard), 1/3"", 1.14µm, AF","1080p@30fps, dual-video rec.","About 460 EUR","LED flash, HDR",,,,"Corning Gorilla Glass 3",,,,"Dual video call","1080p@30fps","Yes","Qi wireless charging (market dependent)","GT-I9502",,,,,,,"2 MP, f/2.4, 31mm (standard)","Yes",,,,"Active noise cancellation with dedicated mic","0.58 W/kg (head)    ",,,,"0.40 W/kg (head)     1.05 W/kg (body)    ","Removable Li-Ion 2600 mAh battery",,,,,,,,,,
"Samsung","Galaxy S4 CDMA","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","Yes","Yes","2013, May. Released 2013, May","Discontinued","136.7 x 69.6 x 7.9 mm (5.38 x 2.74 x 0.31 in)","130.1 g (4.59 oz)","Micro-SIM","Super AMOLED capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~72.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes",,"Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP, EDR, LE, aptX","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL 2 TV-out), USB Host","Accelerometer, gyro, proximity, compass, barometer, temperature, humidity, gesture",,,,,,,"S-Voice natural language commands and dictation  Air gestures","White Frost, Black Mist","HSDPA 850 / 900 / 1900 / 2100","HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps","Android 4.2.2 (Jelly Bean), upgradable to 5.0.1 (Lollipop); TouchWiz UI","Qualcomm APQ8064T Snapdragon 600","Quad-core 1.9 GHz Krait 300","Adreno 320","16 GB, 2 GB RAM","13 MP, f/2.2, 31mm (standard), 1/3"", 1.14µm, AF","1080p@30fps, dual-video rec.","About 440 EUR","LED flash, HDR",,"LTE band 4(1700/2100), 13(700)",,"Corning Gorilla Glass 3",,,,"Dual video call","1080p@30fps","Yes","PMA wireless charging","SCH-I545",,,,,,,"2 MP, f/2.4, 31mm (standard)","Yes",,,,"Active noise cancellation with dedicated mic","0.18 W/kg (head)    ",,,,"0.75 W/kg (head)     1.43 W/kg (body)    ","Removable Li-Ion 2600 mAh battery",,"Up to 69 h",,,,,,"CDMA2000 1xEV-DO","Up to 11 h (3G)","Up to 350 h (3G)"
"Samsung","Galaxy Note 8.0","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900 - N5100, N5120","Class 12","Class 12","2013, February","Available. Released 2013, April","210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in)","338 g (3G) / 340 g (LTE) (11.99 oz)","Micro-SIM","TFT capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~64.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot, DLNA","4.0, A2DP","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass",,,,,,,,"Black, White/Silver, brown","HSDPA 850 / 900 / 1900 / 2100 - N5100","HSPA 42.2(LTE)/21.1(3G)/5.76 Mbps, LTE Cat3 100/50 Mbps","Android 4.1.2 (Jelly Bean), upgradable to 4.4 (KitKat)","Exynos 4412 Quad (32 nm)","Quad-core 1.6 GHz Cortex-A9","Mali-400MP4","16/32 GB, 2 GB RAM","5 MP, AF","720p@30fps","About 320 EUR",,,"LTE band 3(1800), 7(2600), 8(900), 20(800) - N5120",,,,,,,,,,"GT-N5100, GT-N5120",,,"Voice 66dB / Noise 64dB / Ring 74dB","Noise -85.2dB / Crosstalk -83.3dB",,,"1.3 MP","Yes",,,,,"0.74 W/kg (head)     0.76 W/kg (body)    ",,,,,"Non-removable Li-Ion 4600 mAh battery",,"Up to 120 h",,,,,,"LTE band 2(1900), 4(1700/2100), 5(850), 17(700) - SGH-I467 (AT&T)","Up to 28 h (2G) / Up to 24 h (3G)","Up to 710 h (2G) / Up to 480 h (3G)"
"Samsung","Galaxy Note 8.0 Wi-Fi","No cellular connectivity","N/A","No","No","2013, February","Available. Released 2013, April","210.8 x 135.9 x 8 mm (8.30 x 5.35 x 0.31 in)","338 g (11.92 oz)","No","TFT capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~64.8% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,"microSD, up to 64 GB (dedicated slot)",,,"Yes, with stereo speakers",,"Yes","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA","4.0, A2DP","Yes, with A-GPS, GLONASS","No","microUSB 2.0 (MHL TV-out), USB Host","Accelerometer, gyro, proximity, compass",,,,,,,,"Black, White/Silver, brown",,,"Android 4.1.2 (Jelly Bean), upgradable to 4.4 (KitKat)","Exynos 4412 Quad (32 nm)","Quad-core 1.6 GHz Cortex-A9","Mali-400MP4","16/32 GB, 2 GB RAM","5 MP, AF","720p@30fps","About 280 EUR",,,,,,,,,,,,,"GT-N5110",,"Photo / Video","Voice 66dB / Noise 64dB / Ring 74dB","Noise -85.2dB / Crosstalk -83.3dB",,,"1.3 MP","Yes",,,,,"0.34 W/kg (body)    ",,,,"0.98 W/kg (body)    ","Non-removable Li-Ion 4600 mAh battery",,"Up to 120 h",,,,,,,"Up to 8 h (multimedia)",
